generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,1205922,615040,927184,159481,195867,359157,1020352,270338,477430,319578,171574,1629258,568195,430626,940883,927473,915915,625916,427676,718545
1,3,3,3,3,3,3,3,5,3,3,3,3,4,4,4,4,3,4,3,5
2,4,5,4,3,5,3,6,5,5,4,4,4,4,4,4,4,3,7,4,6
3,5,6,5,7,5,4,6,7,7,4,4,4,6,6,4,5,4,7,4,4
4,7,6,5,7,5,4,6,9,9,5,5,4,6,7,9,5,5,8,5,4
5,11,8,7,7,5,4,6,12,9,5,5,16,8,7,13,6,5,15,5,6
6,23,8,9,7,6,4,6,12,9,6,5,22,8,7,20,6,6,17,5,5
7,19,8,10,7,6,5,6,12,9,7,5,23,8,7,20,6,7,28,5,5
8,21,8,11,7,7,5,9,12,12,7,5,23,8,8,20,7,7,40,7,5
9,25,8,17,5,7,6,10,12,13,7,5,23,9,9,20,7,8,40,7,6
10,25,8,20,5,7,6,10,12,13,7,5,23,8,11,20,7,9,40,7,6
11,28,8,28,5,7,6,10,12,15,7,5,23,8,13,20,16,10,42,7,7
12,28,8,47,5,7,6,16,12,15,7,5,25,8,14,20,22,14,42,8,7
13,26,8,47,5,7,7,20,12,16,7,5,24,8,17,20,34,23,42,8,9
14,26,8,47,5,7,8,35,12,15,7,5,28,9,16,20,34,29,42,8,8
15,26,8,49,5,7,8,35,17,15,7,5,34,11,18,21,34,34,47,8,12
16,37,9,49,5,7,12,35,17,15,8,5,34,14,16,26,34,29,47,8,12
17,37,11,49,5,7,12,35,17,15,8,5,40,16,19,33,34,48,47,8,14
18,37,11,52,5,7,15,35,17,15,8,5,45,19,19,33,34,48,53,10,15
19,37,11,52,5,7,15,35,17,15,8,5,65,21,19,39,34,61,53,10,26
20,37,16,52,5,7,15,35,17,15,8,5,65,23,19,39,34,61,53,13,26
21,38,16,52,5,7,18,38,17,15,8,5,65,24,22,37,34,61,53,12,39
22,38,16,52,5,7,18,49,17,15,8,5,65,22,23,46,42,62,53,14,39
23,45,15,52,5,7,18,49,18,15,8,5,84,32,24,46,46,73,53,19,36
24,45,16,52,5,7,18,49,18,16,8,5,84,37,24,46,45,73,53,21,40
25,40,16,52,5,7,20,49,18,16,10,5,84,37,24,46,50,73,56,25,47
26,47,16,52,5,7,20,49,18,16,14,5,84,39,24,57,50,73,56,25,53
27,47,16,52,5,7,20,49,18,18,13,5,84,39,26,57,50,73,56,25,53
28,49,20,52,5,7,20,49,18,18,16,5,84,39,26,57,51,73,56,30,53
29,49,20,52,5,7,20,49,18,17,15,5,87,39,26,55,67,73,56,41,53
30,65,20,52,5,7,21,49,18,17,18,5,87,39,26,66,67,73,54,41,60
31,65,26,55,5,7,21,49,18,17,18,5,97,39,29,66,67,70,54,41,61
32,65,26,61,5,7,20,49,18,21,18,5,87,39,31,66,67,69,61,41,61
33,65,26,61,5,7,20,49,18,21,16,5,92,50,31,59,67,78,61,41,61
34,65,26,54,5,7,20,55,18,22,27,5,92,50,31,64,73,77,61,41,60
35,65,26,54,5,7,20,55,18,22,27,5,95,47,39,75,72,76,61,41,68
36,65,45,60,5,8,20,55,18,22,27,5,95,47,39,74,72,88,75,41,68
37,65,45,60,5,10,20,55,18,28,23,8,95,54,39,74,72,88,75,41,68
38,75,48,60,5,10,20,55,18,28,24,8,95,54,39,74,72,88,75,41,68
39,75,56,73,5,10,33,55,18,28,24,8,95,50,39,78,76,88,75,41,74
40,77,56,73,6,10,33,62,18,28,24,8,95,50,36,78,79,88,75,41,79
41,73,56,73,6,10,30,62,17,28,28,8,95,58,36,78,93,88,75,41,79
42,73,56,73,6,10,30,62,17,26,28,8,95,58,44,78,93,88,75,41,79
43,73,56,73,6,10,30,62,17,28,28,8,95,58,44,78,93,88,75,41,79
44,91,56,73,6,10,30,62,17,28,28,8,100,58,43,78,93,88,75,41,79
45,91,56,73,6,10,30,62,17,28,28,8,100,58,46,79,93,88,76,41,79
46,83,63,73,6,10,29,62,19,28,28,8,100,60,52,83,93,88,76,41,88
47,83,63,73,6,10,43,62,19,29,28,8,100,73,52,83,93,88,76,41,88
48,86,62,73,6,10,43,62,19,29,28,8,99,73,70,83,93,88,76,41,88
49,86,71,73,6,10,43,76,19,35,31,8,99,73,70,82,93,88,76,45,88
50,96,71,73,6,10,51,71,18,33,31,8,99,73,70,82,99,88,76,45,88
