generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,860839,398411,376709,1292486,1201598,176803,162561,512026,643285,148109,497116,1055654,1814131,261551,398062,1663144,558396,1115640,877332,646890
1,3,4,4,4,3,4,5,3,4,3,3,5,4,3,3,3,4,3,3,4
2,6,4,4,4,4,4,5,6,4,3,3,5,4,4,5,4,4,3,4,4
3,7,6,5,5,5,4,4,5,6,6,4,5,5,4,5,4,7,5,5,4
4,9,6,5,6,5,4,4,6,7,4,4,5,5,6,5,4,9,5,5,5
5,10,6,6,6,6,4,5,13,10,4,5,7,5,6,5,7,9,5,5,7
6,14,6,8,6,6,5,6,12,17,4,5,7,5,7,5,11,10,9,6,7
7,14,6,8,7,13,5,6,22,25,6,5,7,12,8,6,14,13,9,6,7
8,13,6,8,7,20,6,5,22,25,5,7,8,43,10,6,33,14,14,9,7
9,14,6,8,7,24,6,5,22,25,5,7,10,49,10,6,71,15,21,9,7
10,21,9,8,7,24,6,5,22,25,5,7,14,58,10,6,71,17,24,16,7
11,21,9,11,9,29,6,5,21,25,5,14,17,57,14,7,71,17,26,24,8
12,21,13,12,9,29,6,5,21,25,5,14,33,72,14,7,71,17,26,37,10
13,21,13,14,9,43,6,5,21,25,5,14,33,72,14,8,71,17,37,37,12
14,21,13,16,10,59,6,6,21,27,5,14,33,77,14,8,71,22,37,37,12
15,21,20,16,26,59,6,6,21,27,5,15,36,77,14,8,71,21,61,36,14
16,21,20,16,40,59,6,6,21,27,5,15,36,77,14,8,71,28,61,36,19
17,25,20,16,65,60,6,6,21,27,5,15,44,77,15,8,71,28,61,47,19
18,23,20,22,65,62,6,6,21,33,5,18,44,77,15,8,71,28,61,47,19
19,24,20,22,65,62,6,6,24,33,5,18,49,77,15,8,101,28,69,47,20
20,30,20,22,65,62,6,6,24,33,5,18,49,75,15,8,101,28,69,47,20
21,34,20,22,65,62,6,6,24,28,5,18,66,73,15,10,94,28,69,54,20
22,36,20,22,65,62,6,6,24,28,5,18,66,77,14,14,94,28,73,51,21
23,38,20,22,65,62,6,6,24,43,5,26,66,77,14,15,94,28,73,54,21
24,38,21,22,68,62,6,6,24,43,5,26,66,78,15,15,94,30,73,63,21
25,39,21,22,68,62,6,6,24,43,5,26,66,78,18,25,112,31,75,63,21
26,43,21,22,68,62,6,6,26,43,5,26,66,88,18,25,112,31,77,63,21
27,52,29,22,81,74,6,6,26,42,5,24,66,88,19,25,112,31,76,63,25
28,52,29,22,81,74,6,6,26,42,5,24,66,88,19,25,112,31,77,63,25
29,52,29,22,81,74,6,7,33,42,5,24,79,87,19,25,126,31,77,71,25
30,52,29,22,81,74,6,7,33,42,5,24,79,99,19,25,131,31,77,71,25
31,51,29,22,81,74,6,7,33,42,5,24,79,99,21,25,131,31,81,71,25
32,54,29,25,81,74,6,7,32,43,5,24,79,99,21,27,150,35,81,71,26
33,54,29,25,81,74,6,7,32,43,5,24,79,99,21,29,150,35,81,71,29
34,54,29,29,81,74,6,7,39,43,5,27,79,99,21,30,150,41,81,71,37
35,54,29,29,81,74,6,7,41,43,5,31,79,99,19,36,150,41,81,71,37
36,56,29,29,88,74,6,7,41,52,5,28,79,99,26,36,150,41,81,71,41
37,56,29,29,88,74,6,7,41,52,5,31,79,99,26,34,150,41,81,71,56
38,56,29,26,88,76,6,7,41,52,5,50,79,99,26,33,150,41,81,69,62
39,56,29,26,88,86,6,7,41,52,5,50,85,99,26,41,150,41,81,69,63
40,56,29,26,92,86,8,7,52,52,5,50,85,99,26,45,150,42,81,69,63
41,69,29,26,92,86,12,7,46,52,5,50,85,99,26,37,150,46,81,69,65
42,69,29,26,92,86,16,7,46,52,5,50,85,99,26,37,150,54,81,69,72
43,68,29,26,92,86,16,7,62,52,5,53,89,102,26,37,150,54,81,69,71
44,68,29,26,92,86,19,10,62,56,5,52,89,102,26,40,150,53,81,69,71
45,68,29,28,89,86,19,10,62,56,5,56,89,102,26,47,150,58,81,69,71
46,68,29,28,89,86,28,11,63,56,5,56,89,127,31,62,149,75,81,69,71
47,73,29,28,89,105,27,14,54,56,5,58,89,127,31,62,149,92,81,69,75
48,75,29,27,89,105,51,17,54,56,5,57,89,127,31,62,149,92,81,69,68
49,75,29,27,89,111,51,22,54,56,5,59,89,127,31,62,149,92,81,69,68
50,75,29,31,89,111,51,22,75,56,5,75,93,127,31,62,149,101,81,69,83
