generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,194021,632204,599579,672099,584318,429495,255219,235215,453617,226372,528926,386121,1035263,395582,496611,230535,820540,235288,1952620,1129923
1,3,4,5,4,3,3,4,3,5,5,4,3,3,3,6,6,3,3,4,3
2,3,4,6,4,3,4,5,3,5,3,4,3,3,4,6,6,3,4,4,5
3,5,4,12,4,4,5,5,4,5,3,6,7,3,4,6,5,4,4,4,5
4,5,4,14,4,5,5,5,5,5,3,6,7,4,4,9,6,4,4,4,4
5,6,4,15,5,5,6,6,5,5,4,6,8,4,4,9,5,4,4,5,4
6,6,5,15,5,7,9,6,5,5,4,8,9,4,4,12,7,5,4,6,4
7,6,5,15,5,7,14,6,5,5,4,8,13,4,6,13,7,5,4,10,5
8,7,5,20,6,8,14,6,5,5,4,8,13,4,6,17,7,5,7,13,8
9,7,5,20,6,8,16,6,5,5,4,8,13,6,6,17,7,6,7,13,8
10,7,5,24,6,8,16,6,5,5,4,8,11,7,6,17,7,6,7,23,8
11,7,5,26,6,8,16,6,5,5,4,9,15,7,8,15,7,6,6,23,8
12,7,5,26,6,8,16,6,6,5,4,15,16,8,8,19,7,6,6,23,8
13,7,6,23,6,8,14,6,6,5,4,16,16,8,8,18,7,6,6,25,7
14,7,6,23,7,9,15,6,6,5,4,16,16,11,8,18,8,9,6,57,11
15,7,6,23,7,9,19,7,6,5,5,17,18,12,8,18,8,9,6,57,14
16,7,6,23,7,11,19,8,6,7,5,17,18,16,8,18,8,9,6,57,18
17,7,6,23,7,14,19,8,6,7,5,21,18,17,8,18,8,9,7,57,17
18,7,11,23,7,20,22,8,6,7,5,21,18,17,12,18,8,9,7,62,19
19,7,14,23,7,20,22,7,6,7,5,20,18,18,12,18,8,10,7,62,19
20,7,15,26,7,20,22,7,6,7,5,20,18,21,15,18,8,15,7,62,23
21,7,27,26,8,20,22,7,6,6,5,24,18,21,15,18,8,15,7,75,23
22,7,27,26,8,20,22,7,6,6,5,24,27,24,15,18,8,18,7,75,30
23,8,27,28,10,23,22,7,6,6,5,24,27,27,16,18,8,18,7,75,41
24,8,27,28,13,23,22,7,6,6,5,24,27,24,17,30,8,18,7,84,42
25,7,27,31,16,23,22,7,6,6,5,24,27,24,17,30,8,22,8,84,60
26,7,30,31,19,22,22,7,6,6,5,24,27,30,20,30,8,22,8,84,72
27,7,34,31,19,22,22,7,6,6,5,24,28,41,21,30,8,28,8,84,72
28,7,34,31,21,22,22,7,6,9,5,24,28,41,23,30,8,34,8,83,75
29,7,41,31,29,22,22,7,6,12,5,24,28,76,23,30,8,34,8,86,75
30,7,43,31,29,23,22,7,6,18,5,24,28,76,26,30,8,34,8,87,75
31,7,44,31,29,23,22,7,6,18,5,24,29,76,26,30,8,34,8,87,75
32,7,44,31,29,23,22,7,6,21,5,25,29,72,26,30,8,46,8,87,73
33,7,52,31,29,23,22,7,6,28,5,25,29,72,26,30,8,46,9,94,73
34,7,52,43,29,23,22,7,6,23,5,25,29,72,26,30,8,45,9,94,73
35,7,63,51,29,23,22,7,6,38,5,25,30,72,32,30,8,46,10,94,73
36,7,63,51,29,23,22,7,6,41,5,27,34,80,32,30,8,46,10,94,93
37,7,63,51,30,25,22,7,6,41,5,30,34,80,32,30,8,52,11,94,93
38,7,72,51,43,27,22,7,6,41,5,30,34,80,32,30,8,52,11,92,93
39,7,72,51,45,27,22,7,6,49,5,30,34,80,32,31,8,55,10,96,93
40,8,72,51,45,27,22,7,6,49,5,30,34,80,32,30,8,62,10,96,93
41,8,72,51,45,27,22,8,6,49,5,30,34,91,32,30,8,62,10,96,93
42,8,71,51,54,27,22,8,7,49,5,30,34,91,32,36,8,62,10,96,93
43,8,71,51,56,27,22,9,7,52,5,30,32,91,32,40,8,76,11,97,93
44,8,71,51,56,27,22,13,7,52,5,30,32,94,32,41,8,76,17,97,93
45,8,71,51,56,27,22,22,7,52,5,30,32,94,32,41,8,73,17,96,95
46,8,71,51,56,27,25,23,7,52,5,30,32,94,32,46,8,73,17,96,95
47,8,71,51,56,27,25,21,7,52,5,30,32,94,32,46,8,73,17,100,95
48,8,71,51,56,27,25,22,7,58,5,30,45,94,32,53,8,73,17,100,95
49,8,71,52,56,30,25,24,7,61,5,30,43,90,32,54,8,73,20,100,103
50,8,71,52,56,30,25,24,7,63,5,30,43,87,32,64,8,73,20,100,103
