generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,1134181,621562,557351,682913,765875,1551455,1423912,271344,956915,576637,475328,891824,1127514,649463,516989,695908,440304,1053633,359458,648865
1,5,5,3,5,4,4,4,3,4,4,3,6,4,3,3,3,4,3,3,3
2,5,5,4,4,4,7,6,4,4,4,4,5,4,4,4,4,6,8,5,7
3,5,5,4,4,4,7,6,4,4,4,4,4,6,4,5,6,6,15,6,7
4,5,5,5,4,5,7,6,4,6,5,6,4,9,5,5,6,6,22,6,8
5,6,5,5,5,9,9,6,4,6,5,6,4,9,6,7,5,6,23,6,9
6,6,5,7,9,9,9,7,4,11,7,5,4,9,6,7,5,5,23,6,9
7,9,5,7,9,9,9,7,4,11,7,6,4,9,6,7,6,5,23,6,10
8,11,7,7,10,9,9,7,5,11,7,6,8,9,8,8,7,6,24,5,12
9,12,7,9,10,9,13,9,5,11,7,6,8,9,8,8,8,7,30,6,13
10,13,7,9,14,13,23,8,5,10,14,7,6,9,8,8,10,8,35,7,20
11,12,7,9,14,15,26,13,5,16,14,11,6,13,10,8,9,11,35,7,22
12,20,7,8,14,17,43,20,5,20,14,11,6,13,10,9,12,12,33,7,22
13,30,7,10,12,18,55,25,5,26,12,11,16,13,10,11,12,12,33,7,22
14,30,7,12,13,18,55,25,5,26,16,11,19,16,10,12,18,11,33,7,22
15,30,7,18,16,18,55,25,5,26,16,11,23,15,10,12,18,12,39,7,22
16,39,9,25,16,22,55,28,5,26,16,12,23,15,10,13,17,12,53,7,22
17,39,9,25,16,21,58,28,5,26,16,12,23,22,10,16,17,13,53,7,22
18,39,9,25,16,22,67,29,5,26,20,12,27,22,10,16,17,15,53,7,26
19,39,9,25,16,22,67,38,7,26,18,12,27,22,10,16,18,15,53,7,26
20,39,9,31,20,29,67,41,7,29,18,12,27,22,12,16,24,15,51,8,26
21,47,11,31,20,37,72,41,7,29,19,12,32,22,14,16,24,16,51,8,27
22,47,11,31,18,37,72,41,7,29,19,14,32,22,14,16,23,16,51,8,27
23,44,16,31,18,37,72,41,7,36,25,14,35,22,14,16,23,18,51,8,27
24,44,21,31,20,37,72,41,7,36,25,14,35,22,14,16,23,21,54,8,27
25,48,21,31,20,37,72,41,7,36,24,14,35,24,12,16,27,21,54,8,34
26,57,21,31,20,37,72,49,7,52,23,18,36,21,12,16,28,21,61,8,34
27,57,23,31,22,37,73,49,7,52,34,18,36,34,13,16,28,21,61,10,45
28,57,26,31,26,44,73,49,7,52,34,25,36,54,15,16,28,21,61,11,45
29,57,30,31,26,44,73,50,6,52,34,27,36,54,15,16,28,21,61,13,45
30,57,33,31,26,44,73,60,6,52,34,27,40,54,18,16,37,21,61,14,45
31,63,34,31,26,48,73,65,6,52,34,27,40,66,18,16,42,21,61,17,45
32,63,37,31,32,48,84,76,6,52,34,27,38,65,18,16,38,21,61,18,45
33,63,37,31,34,48,84,76,6,52,43,28,42,65,26,18,38,21,61,19,45
34,63,37,31,43,48,84,76,6,52,43,28,42,71,26,18,45,21,61,19,45
35,63,37,31,43,48,84,76,6,61,43,33,42,71,30,21,74,20,62,23,45
36,63,45,31,43,61,84,76,6,70,43,33,42,78,49,21,74,20,62,23,45
37,64,45,33,51,61,90,76,6,70,43,33,42,74,55,24,69,20,62,25,50
38,64,45,33,57,61,90,73,6,71,43,33,42,74,65,24,69,20,62,25,50
39,64,45,33,73,61,90,73,6,71,43,33,42,92,75,27,69,20,62,25,50
40,64,45,33,76,61,91,73,6,75,43,33,42,92,75,29,69,21,62,33,58
41,64,52,37,75,61,91,81,6,75,42,33,42,92,75,29,69,21,67,33,58
42,64,52,37,75,61,91,81,6,76,42,33,42,92,75,37,69,21,67,33,58
43,64,52,38,75,61,91,79,6,76,57,33,43,92,75,48,73,28,68,33,53
44,64,52,38,75,61,109,79,6,91,57,33,54,92,75,48,73,28,72,33,53
45,68,51,42,75,61,109,100,6,91,57,33,54,92,75,48,73,28,72,33,54
46,68,51,42,75,61,118,101,6,91,57,34,54,92,75,52,72,27,74,33,54
47,68,61,44,76,61,118,101,6,91,57,34,54,92,79,58,72,27,74,33,54
48,68,61,41,76,61,118,101,6,91,57,40,54,92,79,58,81,27,83,33,54
49,68,69,42,76,61,123,101,6,91,57,57,56,92,79,58,81,27,83,33,54
50,68,69,42,76,63,123,101,6,94,57,57,60,92,79,60,82,27,95,33,54
