generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,300153,148703,152814,134844,121867,172381,131124,205606,456450,245639,153158,124154,544139,120528,419638,289825,215802,240882,149707,387071
1,3,6,3,3,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,4
2,4,6,3,4,4,3,4,5,4,3,4,4,4,3,5,5,4,4,3,4
3,5,3,3,3,5,3,3,5,3,3,5,3,4,3,5,5,4,4,3,4
4,6,6,3,3,5,3,4,5,3,3,6,5,5,3,5,5,6,5,3,4
5,6,6,3,3,5,3,5,7,3,3,7,5,5,5,5,7,6,6,3,5
6,6,6,5,3,5,4,5,13,4,4,6,6,5,4,5,7,6,6,3,5
7,6,6,5,4,4,4,5,13,5,4,6,6,5,5,4,7,7,6,3,6
8,6,6,5,4,5,5,5,13,8,5,6,6,7,5,4,7,6,6,4,6
9,7,6,5,5,5,5,5,13,9,5,6,6,7,5,4,5,6,6,4,6
10,7,6,4,6,5,5,5,17,11,7,6,6,6,5,5,8,6,6,5,8
11,7,6,5,6,5,5,5,17,14,7,7,6,6,5,6,8,6,6,5,11
12,7,6,5,6,5,6,5,17,13,7,7,6,6,5,6,8,6,6,5,12
13,7,6,6,7,5,6,5,17,17,7,7,6,11,5,6,7,9,6,6,14
14,7,6,6,7,5,6,5,17,26,7,7,6,11,5,6,10,9,6,6,14
15,7,6,6,7,5,7,5,17,28,7,7,6,17,5,8,11,11,6,6,14
16,7,6,8,7,5,7,5,24,30,7,7,6,17,5,8,13,12,6,6,14
17,7,6,8,7,5,7,6,24,30,7,7,6,17,5,10,13,12,6,6,17
18,7,6,8,7,7,7,6,24,30,7,7,6,17,5,16,15,12,6,6,22
19,7,6,8,7,7,7,6,25,39,7,7,6,18,5,15,15,12,6,6,22
20,7,6,8,7,7,8,6,25,39,7,7,6,18,6,17,15,13,6,6,22
21,7,6,8,7,6,8,6,25,39,7,7,6,18,6,22,15,13,6,6,22
22,7,6,8,7,6,8,6,25,39,10,7,6,18,6,22,15,13,7,6,28
23,7,6,8,7,6,8,6,25,39,12,7,6,18,6,22,15,13,8,6,28
24,8,6,8,7,6,8,6,25,39,15,7,6,18,6,22,23,13,8,6,28
25,15,6,8,7,6,8,6,25,39,18,7,6,22,6,22,26,13,8,6,28
26,18,6,8,7,6,8,6,25,39,20,7,6,24,6,22,35,12,9,6,28
27,18,6,8,7,6,8,6,25,39,20,7,6,44,6,22,35,12,12,6,28
28,19,6,8,7,6,8,6,25,39,20,7,6,44,7,28,35,12,19,6,28
29,20,6,8,7,6,8,6,25,39,20,7,7,46,6,44,35,13,19,6,24
30,20,6,8,7,6,8,6,25,39,20,7,7,46,6,44,35,12,22,6,24
31,22,6,8,7,6,8,6,25,39,20,7,7,49,6,44,35,14,29,6,24
32,22,6,8,7,6,8,6,25,39,20,7,7,59,7,48,27,24,33,6,41
33,23,6,8,7,6,8,6,25,43,22,7,7,68,7,48,44,25,33,6,48
34,23,6,8,7,6,8,6,25,43,22,7,7,68,7,48,44,25,33,6,54
35,23,6,8,7,6,8,6,25,43,22,7,7,72,7,48,44,25,33,6,54
36,26,6,8,7,7,8,6,25,43,26,7,7,72,7,48,44,25,38,7,54
37,26,6,8,7,7,9,6,25,43,26,7,7,72,7,48,44,25,38,7,54
38,26,7,8,7,7,9,6,25,43,26,7,7,72,7,55,39,25,38,7,55
39,26,7,8,7,7,11,6,25,57,24,7,7,72,7,61,46,25,38,7,62
40,26,7,8,8,7,11,6,25,58,29,7,7,80,7,60,58,25,38,7,62
41,26,7,8,8,7,12,6,25,58,32,7,7,80,7,60,58,25,38,7,62
42,30,7,8,8,7,12,6,25,58,31,7,7,88,7,68,58,25,38,7,66
43,30,7,8,8,7,12,6,25,58,32,7,7,88,7,68,58,25,38,7,66
44,30,7,8,8,7,12,6,25,58,32,7,7,88,7,76,58,29,38,7,66
45,30,7,8,8,7,12,7,25,58,32,7,7,88,7,76,58,32,38,7,66
46,31,7,8,8,7,12,7,25,58,32,7,7,88,7,77,58,32,38,7,66
47,32,7,8,8,7,12,7,33,64,41,7,7,88,7,77,58,34,38,7,66
48,32,7,8,8,7,14,9,33,71,45,7,7,88,7,77,58,34,38,7,66
49,46,7,8,8,7,13,9,33,83,45,7,7,88,7,81,58,34,38,7,66
50,46,7,8,8,7,17,10,33,83,45,7,7,88,7,81,61,39,38,7,66
