generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,769899,1313790,596164,1218362,621558,1123152,342131,578886,195103,351311,422331,381906,544609,1023189,938681,339597,1140570,968981,1777870,1653352
1,3,4,4,4,3,4,3,5,4,4,3,3,3,3,3,4,3,4,4,6
2,5,5,4,4,4,4,5,5,4,4,4,4,8,4,4,4,5,5,4,8
3,8,5,4,4,6,4,4,6,4,6,4,4,10,4,7,5,5,5,4,15
4,11,7,4,7,8,4,5,6,5,6,5,4,18,4,10,7,16,5,9,22
5,11,12,5,10,10,7,5,6,5,6,5,4,16,5,13,7,21,5,16,24
6,12,13,7,16,12,8,8,6,5,6,5,4,15,7,13,7,21,6,17,27
7,15,17,12,21,12,15,8,9,5,5,6,5,19,8,16,7,21,7,26,27
8,15,16,12,21,12,15,14,9,5,8,6,7,19,13,16,7,33,13,26,27
9,15,21,13,21,12,15,14,10,5,8,6,7,19,13,19,10,36,24,26,30
10,16,21,15,18,13,15,14,11,5,8,6,7,19,13,22,10,36,24,27,36
11,16,25,21,23,15,15,14,13,5,8,8,7,19,13,22,11,36,27,27,39
12,16,25,21,23,15,15,14,14,5,8,7,7,19,16,22,14,36,29,29,43
13,16,25,21,23,16,15,17,21,5,8,11,7,20,21,31,14,36,29,33,40
14,16,25,21,40,16,15,18,21,5,8,12,7,20,18,31,14,36,29,33,47
15,16,47,21,40,16,15,17,22,5,8,12,7,20,21,31,14,36,26,44,47
16,16,40,21,45,16,15,17,22,5,8,14,7,20,31,33,16,43,28,44,47
17,16,40,21,43,22,15,17,25,5,7,14,7,24,34,33,16,48,35,44,52
18,21,40,21,47,22,15,17,25,5,7,14,7,24,34,33,16,48,41,44,52
19,21,40,21,47,24,20,17,25,5,7,23,7,24,41,33,18,61,41,60,52
20,21,40,22,62,24,26,29,25,5,7,23,7,24,41,33,18,55,44,64,66
21,21,60,22,70,24,26,29,25,5,10,25,7,24,41,39,18,55,44,64,66
22,21,60,22,70,24,27,29,25,5,14,25,8,24,41,44,18,55,44,64,66
23,21,56,29,70,24,27,29,25,5,17,25,10,24,41,44,18,55,44,64,66
24,21,61,29,70,24,35,29,25,7,17,27,13,24,41,44,18,55,44,64,63
25,26,73,29,70,24,50,29,25,7,22,27,15,24,50,44,18,55,45,64,63
26,35,73,29,70,24,50,29,25,7,22,28,15,26,50,51,21,74,52,64,72
27,54,73,29,70,24,53,29,28,7,22,28,17,26,50,51,21,74,52,64,72
28,54,73,29,72,27,56,29,28,7,22,28,17,26,61,51,21,74,52,64,72
29,54,73,29,72,27,66,29,28,7,22,28,17,28,57,51,21,74,52,64,72
30,54,73,29,72,32,66,29,28,7,22,28,18,28,66,51,21,74,52,88,77
31,54,76,29,73,32,66,33,28,7,22,28,18,28,65,51,21,74,52,88,77
32,57,76,29,73,32,66,27,30,7,22,33,18,28,65,51,22,74,52,88,77
33,57,87,29,73,32,66,27,28,7,22,33,20,35,65,51,25,74,52,88,77
34,57,92,29,71,32,66,27,33,7,22,33,20,35,65,51,25,74,66,93,77
35,57,92,34,75,32,73,39,33,7,22,33,20,35,65,51,25,74,66,93,77
36,57,92,39,75,32,73,39,33,7,22,33,23,35,65,51,25,74,73,93,79
37,57,92,42,75,31,75,39,41,7,25,35,23,35,65,51,25,74,73,93,79
38,57,92,51,75,31,74,39,41,7,25,35,24,40,65,52,25,74,73,93,79
39,57,92,51,75,36,74,39,41,7,25,35,24,40,65,52,25,74,73,95,79
40,57,104,47,75,36,74,39,41,7,25,35,24,40,65,52,26,74,74,95,75
41,57,104,54,75,36,86,39,41,7,25,35,30,40,65,52,26,76,74,95,82
42,57,98,47,75,36,86,39,41,7,27,35,30,40,65,52,26,76,74,95,82
43,64,98,47,75,36,86,39,41,7,27,35,38,40,65,53,29,90,74,95,82
44,64,99,53,75,36,86,35,41,7,27,35,47,40,65,61,29,90,77,95,82
45,64,99,60,95,36,86,35,41,7,34,35,47,40,65,61,29,90,74,105,82
46,64,99,60,95,36,86,35,37,7,34,35,47,40,65,61,29,90,75,105,82
47,74,99,60,95,36,86,35,41,7,48,35,47,47,65,61,29,90,75,105,82
48,74,99,60,95,38,86,43,49,7,48,35,47,47,65,55,29,90,75,105,82
49,81,99,60,95,38,89,43,49,7,48,35,47,47,65,55,31,90,75,105,82
50,81,99,74,95,38,95,43,49,7,48,35,47,47,65,55,31,90,75,105,82
