generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,676796,1894450,2290137,2109718,2141333,695682,1357868,3294145,1161689,1341683,955841,3705670,1195956,615573,833724,1282541,1801212,757926,1135549,2947064,986290,641157,657492,800719,2818093,867973,3530216,2229225,1578514,1685332,2703974,2458810,2196634,1312923,2786711,1457253,820129,1274124,1696134,645933,2128989,1440576,2506570,2519516,3850124,1402358,1195127,2728985,1412727,1069238,4034161,714333,851086,3883058,1153055,958021,610234,2154693,2431590,1295704
1,3,3,3,4,5,6,4,4,4,4,4,4,4,3,4,3,4,4,4,5,4,4,3,4,7,4,3,3,5,7,5,4,3,4,4,4,3,4,4,3,4,5,4,4,6,3,3,5,4,7,7,5,4,6,3,5,3,3,4,5
2,3,4,4,4,4,6,7,4,4,5,4,4,4,4,4,5,5,4,4,5,6,4,4,4,5,4,7,5,4,7,6,4,4,7,4,5,4,5,4,4,4,4,4,4,5,4,4,7,4,9,18,5,4,12,5,4,4,4,5,5
3,4,4,4,10,4,6,7,4,4,4,5,4,4,4,4,5,5,4,4,5,6,4,4,5,7,4,9,5,8,7,7,4,6,7,6,5,4,5,4,4,6,4,5,4,6,4,4,13,4,9,27,6,5,15,6,5,4,4,5,6
4,5,5,4,11,4,4,9,4,4,6,6,4,4,4,6,5,5,4,4,5,6,4,6,5,10,4,11,5,9,8,11,4,10,8,7,5,4,8,5,4,10,4,5,4,6,4,4,13,4,10,31,7,9,21,6,5,4,7,5,6
5,5,8,4,11,6,5,9,4,4,6,6,4,4,5,6,7,8,4,4,7,6,6,6,5,14,5,12,5,11,11,15,6,10,8,9,6,5,8,15,6,12,5,8,5,6,4,4,13,5,10,38,11,9,21,8,5,5,7,5,5
6,5,9,6,12,6,5,12,4,6,6,6,5,4,5,7,8,13,4,4,7,9,6,7,5,16,6,15,5,11,11,18,9,12,12,9,7,5,9,15,7,12,5,6,7,6,5,6,17,5,12,38,11,9,21,8,5,5,12,11,5
7,5,15,6,13,6,6,13,7,5,6,5,8,5,5,7,7,15,4,5,9,9,6,7,9,15,6,23,5,11,11,26,9,15,12,9,7,6,14,15,7,12,5,6,18,7,6,6,27,5,12,36,11,7,26,9,6,6,18,19,6
8,5,17,6,14,9,6,13,8,5,8,5,9,5,6,7,7,15,5,6,12,11,6,7,9,23,6,26,5,9,11,26,13,13,12,13,7,6,14,15,7,12,7,11,34,9,7,6,31,6,12,48,15,7,26,13,9,7,22,23,6
9,5,17,6,17,10,6,13,16,8,8,5,12,5,6,7,10,15,5,6,17,15,6,7,9,23,6,29,5,12,14,26,14,14,14,26,7,6,13,17,7,16,7,11,33,9,7,6,31,7,12,49,15,7,26,17,9,7,22,28,6
10,5,17,6,17,17,8,13,21,8,8,5,12,6,7,7,11,15,5,6,18,15,6,7,11,23,6,29,6,16,12,26,15,19,14,31,8,6,18,19,7,18,7,20,44,17,7,8,31,6,16,49,15,7,28,17,10,7,22,28,7
11,6,17,7,17,19,8,14,29,7,8,5,15,6,7,7,12,15,5,6,26,15,6,7,11,23,6,40,9,14,12,26,16,20,14,32,8,6,18,21,7,23,10,24,44,28,9,11,40,6,18,70,15,7,28,17,10,7,25,28,7
12,6,18,7,18,19,8,16,31,7,8,6,22,6,7,7,16,15,5,7,26,15,6,7,11,23,6,40,16,16,12,26,25,28,14,32,13,6,18,23,7,21,10,26,44,28,21,14,40,7,18,70,15,7,28,17,10,7,36,28,7
13,6,18,7,18,19,8,23,37,7,8,6,21,6,7,7,19,18,6,7,24,14,6,7,11,25,6,40,16,17,12,53,33,28,14,32,17,6,18,24,7,30,10,29,44,34,30,19,35,10,18,70,15,8,40,17,10,7,36,28,7
14,6,18,7,18,19,8,23,47,7,9,7,25,6,7,7,29,20,6,7,24,14,6,7,13,27,6,40,21,17,25,53,33,28,14,32,21,6,18,28,7,24,9,36,45,34,30,19,40,18,18,70,15,8,40,18,10,7,36,28,9
15,6,20,8,28,22,8,23,51,9,10,7,37,6,7,7,30,20,6,7,24,14,8,7,13,28,9,42,21,19,25,53,33,28,14,33,21,6,20,25,7,31,12,36,45,46,30,19,42,19,18,70,15,8,40,22,10,7,36,34,11
16,7,20,12,28,22,7,23,59,9,10,6,37,7,7,7,29,20,6,8,24,18,8,7,16,28,9,42,21,19,25,53,33,28,14,36,21,6,20,27,6,34,12,38,45,49,34,19,42,22,22,70,15,8,40,22,10,7,35,36,14
17,7,35,13,28,22,7,23,62,12,17,6,49,7,7,7,29,20,6,10,31,18,8,7,19,38,9,44,27,17,30,53,33,28,14,36,27,6,20,39,6,34,12,38,41,49,40,20,44,23,28,85,15,8,40,22,10,7,35,36,14
18,7,35,19,28,22,7,23,62,14,17,6,49,7,7,8,29,20,6,12,28,18,8,7,19,38,9,53,26,17,42,53,33,32,19,55,27,6,20,39,6,34,17,54,55,56,40,20,44,23,28,85,15,8,48,22,10,8,39,36,15
19,7,31,19,28,22,7,23,76,22,17,6,62,7,7,7,32,20,6,17,35,18,7,7,19,38,8,57,30,20,42,53,31,32,19,55,27,6,25,39,6,34,20,54,55,65,40,20,44,23,28,93,15,8,48,22,10,8,39,41,15
20,7,31,24,28,22,7,26,76,22,17,6,70,9,7,7,32,20,6,16,36,18,10,7,19,62,8,57,29,23,42,53,43,32,31,55,27,6,25,39,6,34,20,61,55,65,40,20,45,32,28,93,15,9,48,22,10,8,39,46,23
21,7,31,24,29,25,7,26,76,22,17,6,66,9,7,7,32,20,6,16,39,17,10,7,23,62,8,62,29,32,42,53,40,32,31,55,26,6,25,39,6,34,20,61,55,71,40,28,64,32,28,93,15,9,48,22,10,8,43,48,28
22,7,31,25,29,36,7,26,74,22,17,6,66,9,7,7,36,20,7,16,41,17,14,7,23,62,9,63,44,32,42,53,40,32,37,55,39,6,25,39,6,34,19,61,59,71,46,28,57,44,28,93,15,9,48,22,11,8,46,48,28
23,7,31,25,29,36,7,26,74,22,29,6,75,9,7,7,36,20,7,16,49,18,16,7,26,62,9,69,44,32,42,57,40,59,37,55,39,8,25,39,6,40,32,61,59,69,46,27,56,44,28,98,15,9,59,22,11,7,46,51,28
24,7,35,25,36,38,7,32,74,22,29,6,77,10,7,11,37,20,7,18,47,18,16,7,26,73,9,73,44,43,47,71,48,59,36,55,39,8,26,39,6,40,32,61,59,74,50,27,56,44,30,98,15,9,59,22,14,7,46,51,34
25,7,39,25,36,38,7,31,74,22,29,6,79,16,7,16,37,21,7,26,45,21,16,7,26,73,9,73,44,43,46,71,50,59,36,55,45,8,26,51,6,40,33,61,59,74,50,28,64,44,30,98,15,12,63,22,14,7,50,51,34
26,7,39,25,31,38,7,31,74,22,29,9,89,21,7,13,40,23,9,26,57,21,16,7,26,73,10,73,44,43,65,71,50,59,36,65,45,8,27,51,6,40,33,61,63,74,50,28,64,44,30,98,17,14,63,22,16,7,66,51,34
27,7,39,25,31,47,7,31,81,28,29,9,89,27,7,19,40,23,9,26,73,23,16,7,26,73,10,73,39,43,65,74,49,59,36,65,45,8,27,55,6,40,33,61,65,73,50,25,70,44,30,98,17,18,63,22,20,8,66,52,35
28,7,39,38,31,47,7,31,79,33,29,9,89,26,7,19,40,30,11,26,73,23,16,7,26,77,10,81,46,43,65,74,56,59,36,56,45,8,27,55,6,40,33,61,76,73,50,25,61,44,30,98,17,21,75,25,23,8,66,58,35
29,7,49,38,34,40,8,41,79,33,29,9,89,56,7,19,40,30,11,28,73,23,16,7,26,77,13,81,45,43,65,74,65,56,36,69,45,8,27,53,6,49,39,66,76,79,50,25,61,47,30,98,17,24,74,25,23,8,66,58,35
30,7,49,63,34,40,8,46,93,33,29,9,89,56,7,21,40,57,11,28,73,23,16,7,26,77,13,81,45,36,65,79,65,56,48,78,45,8,27,53,6,49,39,66,76,80,50,25,68,47,30,98,17,22,88,26,29,8,66,58,35
31,7,49,63,49,59,8,46,83,44,37,11,89,56,7,21,40,65,14,28,73,23,16,7,26,76,13,81,55,39,67,79,65,56,44,75,45,15,27,53,6,49,53,66,76,76,50,25,68,47,30,98,20,26,88,26,28,8,75,58,38
32,7,49,68,49,59,8,52,93,44,37,13,97,56,7,21,40,75,14,39,73,23,16,7,26,76,13,81,55,49,67,79,65,56,48,83,45,23,27,64,6,49,49,66,74,76,50,29,68,47,30,95,20,25,88,26,28,8,75,57,38
33,7,49,68,54,59,8,52,93,44,37,13,97,56,7,21,40,75,16,39,83,25,16,7,26,76,13,81,55,47,67,75,65,56,48,83,50,23,31,64,6,49,49,66,74,81,50,39,68,55,30,95,20,31,88,31,46,8,75,57,38
34,7,54,68,54,59,8,52,93,44,37,13,100,56,7,21,40,78,16,44,83,28,16,7,26,76,13,81,65,66,67,75,71,56,48,83,50,23,31,72,6,49,59,66,74,89,50,39,70,55,30,100,20,33,88,31,46,8,75,69,38
35,7,54,72,57,59,8,52,93,44,37,21,100,56,7,21,50,81,17,44,88,33,22,7,27,76,13,81,67,66,67,75,71,62,65,89,59,23,31,72,6,49,55,70,75,89,50,39,69,72,30,100,20,33,90,45,46,8,75,69,38
36,7,54,72,57,57,8,50,96,53,37,25,100,56,7,31,50,84,17,44,88,33,22,7,29,76,13,81,67,67,67,75,71,62,65,89,59,24,31,69,6,52,56,73,75,89,47,49,98,72,29,100,20,35,90,45,46,8,75,69,38
37,7,54,72,71,57,8,50,96,53,35,25,100,56,7,31,57,84,19,44,93,33,22,7,35,86,13,82,78,67,67,75,71,85,65,89,63,29,34,72,6,52,69,81,75,88,47,49,98,71,29,100,20,35,90,45,46,8,86,67,38
38,7,54,72,62,57,8,50,96,53,55,31,100,56,7,31,57,84,19,44,93,33,22,7,35,86,13,82,78,67,67,75,81,85,65,89,63,29,34,75,6,66,63,83,81,88,47,49,98,71,29,100,20,35,93,45,46,8,86,74,38
39,7,54,72,80,57,8,50,96,43,55,31,100,56,7,31,72,84,24,44,93,33,22,7,35,86,13,83,78,67,67,75,81,85,56,89,63,29,31,75,6,63,63,94,81,88,47,49,98,71,29,100,20,35,99,45,46,8,86,74,42
40,7,54,76,80,57,8,52,96,43,55,31,100,56,7,31,72,84,24,44,93,33,22,7,35,86,13,83,78,67,69,75,81,85,61,89,63,33,36,75,6,75,63,94,81,88,47,49,113,71,31,100,20,35,99,45,46,8,106,74,42
