generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,157990,119934,246350,168796,189775,392464,494740,268821,169176,191276,311131,260427,182319,131406,244357,141045,136964,296516,111049,514491
1,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3
2,3,3,9,4,5,3,3,4,6,4,3,3,3,3,3,6,5,3,3,4
3,4,4,9,4,5,3,3,4,6,4,4,3,3,3,3,6,5,3,3,4
4,4,4,9,5,5,3,3,4,6,4,4,3,3,3,4,6,4,3,3,4
5,4,4,9,5,5,3,3,4,6,4,4,4,3,3,4,6,4,3,3,4
6,5,4,10,5,5,3,3,4,6,4,4,4,3,4,4,4,4,7,6,4
7,5,4,10,5,5,3,3,4,6,4,4,4,3,5,7,4,4,7,5,4
8,5,4,10,5,4,3,3,4,4,4,4,4,4,7,7,4,5,8,5,4
9,5,4,10,7,4,5,3,5,4,4,4,5,4,7,7,4,5,9,5,4
10,5,4,10,7,4,7,3,7,4,5,5,5,4,7,7,4,5,15,5,7
11,5,4,10,7,4,7,4,11,6,5,5,6,5,7,7,4,5,15,5,10
12,5,4,10,7,4,8,5,11,6,5,5,6,7,7,7,6,5,15,5,11
13,5,4,10,8,5,18,6,11,7,8,5,6,7,9,7,5,5,21,5,14
14,5,5,16,8,5,17,11,11,7,7,5,6,7,9,7,7,5,21,5,14
15,5,5,16,8,5,39,42,11,7,6,6,6,7,9,7,7,5,21,5,16
16,5,5,16,8,5,39,42,12,7,6,6,6,6,9,7,7,5,21,5,16
17,5,5,16,11,5,39,42,12,7,6,6,9,7,9,7,7,5,21,6,25
18,6,5,16,11,5,39,42,12,7,6,6,9,7,9,7,6,5,21,7,23
19,6,5,16,11,5,39,42,12,7,6,6,9,7,9,7,6,5,21,7,23
20,6,5,16,11,5,39,42,12,9,6,6,11,7,9,7,6,5,22,7,28
21,6,5,16,11,5,39,42,12,9,6,6,23,7,9,7,6,5,25,7,25
22,6,5,16,11,5,39,42,12,9,6,6,23,9,9,7,6,5,25,7,25
23,6,5,16,11,5,39,42,12,9,6,6,23,9,9,7,6,5,32,7,26
24,6,8,16,11,5,39,42,12,9,6,9,23,9,9,7,6,5,32,7,30
25,6,9,16,11,7,39,46,13,9,8,16,23,9,9,7,6,5,32,7,30
26,6,9,16,11,6,39,49,15,9,11,16,23,9,9,7,6,5,32,7,42
27,6,9,16,11,6,39,49,19,9,12,21,23,9,9,8,6,5,32,7,42
28,8,9,16,11,6,39,49,19,9,13,21,22,9,9,8,6,5,32,7,40
29,8,9,16,11,6,39,49,22,9,13,21,22,9,9,8,6,5,32,7,45
30,8,9,16,11,6,39,57,22,9,13,31,22,9,9,8,6,5,41,7,61
31,8,9,16,16,6,39,59,29,9,13,31,34,9,9,8,8,5,41,7,61
32,8,9,27,17,6,39,59,29,9,13,26,34,9,9,8,8,5,41,7,59
33,8,9,27,18,6,39,59,29,9,20,26,34,9,9,13,8,5,41,7,59
34,8,9,27,18,6,39,64,29,9,20,26,34,9,9,12,8,5,41,7,59
35,8,9,27,22,6,41,64,29,9,20,37,34,9,9,14,8,5,41,7,69
36,8,9,27,30,6,40,64,31,9,17,37,34,8,9,15,8,5,41,7,69
37,8,9,34,30,7,52,67,31,9,19,45,34,8,9,22,8,5,41,7,72
38,8,9,34,30,9,66,67,31,9,19,45,34,8,9,22,8,5,39,7,72
39,8,9,34,30,16,66,67,31,11,25,45,34,8,9,28,8,5,39,9,72
40,8,9,34,36,30,66,67,38,14,25,45,34,8,9,28,8,5,46,9,72
41,8,9,34,36,30,66,69,38,18,25,45,41,11,9,29,8,5,46,9,72
42,8,9,39,36,30,66,75,38,21,25,45,41,12,9,29,8,5,46,9,72
43,8,9,39,36,30,66,75,38,26,34,45,41,12,9,64,8,5,46,9,72
44,8,9,39,36,30,66,77,38,26,38,45,46,12,9,64,10,5,46,9,75
45,8,12,39,36,30,66,77,38,26,41,45,68,22,9,64,10,5,66,9,75
46,8,12,39,36,46,66,77,38,27,41,45,57,22,9,64,10,5,66,9,75
47,8,12,39,36,46,66,77,38,28,41,45,61,22,9,64,10,5,66,9,75
48,8,12,39,36,45,66,77,38,28,41,45,61,21,9,64,10,5,66,9,75
49,8,12,39,37,50,66,77,38,28,41,45,61,21,9,64,10,5,66,9,75
50,8,12,39,37,62,66,77,44,34,41,45,61,27,9,64,10,5,76,9,75
