generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
74,74,94,93,85,6,19,90,66,77,8,76,31,76,76,69,48,9,84,93,95
75,74,94,101,85,6,19,85,66,77,8,76,31,76,79,69,48,9,84,93,95
76,74,94,101,85,6,21,85,66,77,8,76,31,76,84,69,48,9,90,93,95
77,74,94,101,85,6,26,85,66,77,12,78,31,76,84,71,48,9,90,93,95
78,74,94,101,85,6,26,85,66,77,15,78,35,76,84,71,48,9,90,93,95
79,74,94,101,85,6,24,85,66,77,21,78,35,77,84,73,48,9,90,93,95
80,74,94,101,85,6,24,85,66,77,23,78,35,77,84,75,48,10,90,93,95
81,74,94,110,85,6,26,91,66,77,28,72,35,77,84,88,48,15,90,93,95
82,74,94,110,85,6,27,91,66,77,28,72,35,77,84,88,48,18,90,93,95
83,94,94,109,85,6,27,91,66,77,35,75,38,77,84,80,48,18,90,93,95
84,94,94,109,90,6,36,91,66,77,35,75,38,77,84,80,53,18,90,91,95
85,94,97,109,90,6,36,91,66,77,35,78,38,77,84,93,53,21,90,91,95
86,94,97,109,90,6,36,91,66,77,35,78,38,77,84,93,53,27,90,91,95
87,94,97,109,90,6,36,91,66,77,46,80,41,77,84,93,53,27,90,91,95
88,94,97,109,90,6,36,91,72,77,46,80,41,77,84,93,53,27,91,91,95
89,94,91,109,90,6,36,91,72,77,46,80,41,77,84,93,53,27,91,91,95
90,94,91,109,90,6,36,91,72,80,46,91,41,82,84,93,53,27,91,91,95
91,94,96,111,90,6,36,91,72,80,46,91,41,83,85,94,53,27,91,91,95
92,103,96,111,90,6,36,91,72,80,46,91,41,83,85,94,59,27,91,91,95
93,103,96,111,90,7,36,91,72,80,46,91,41,83,85,91,59,27,91,91,95
94,103,96,111,90,7,36,91,72,80,46,98,41,83,92,91,59,27,91,91,95
95,103,96,111,90,7,41,91,74,80,51,98,41,83,92,91,68,27,91,91,95
96,103,96,123,90,7,41,91,74,80,51,98,41,83,92,91,68,39,91,91,95
97,103,96,123,90,7,41,94,74,83,51,98,55,87,92,92,68,39,91,91,95
98,103,96,123,97,7,41,94,74,83,52,98,55,87,92,92,68,39,91,91,95
99,103,95,114,97,7,41,99,74,83,52,98,55,87,92,97,68,39,91,91,98
100,103,95,114,97,7,41,99,74,83,67,98,55,87,92,97,68,39,91,91,98
