generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,662544,1503779,885723,1260909,835157,1360916,687865,291513,1494797,487759,990457,1155271,200025,676916,1004458,235369,239728,620291,379950,418710
1,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,4,3
2,4,4,4,4,4,4,3,4,5,3,3,4,4,3,5,4,4,5,4,4
3,4,5,4,4,5,6,6,4,7,4,4,4,4,5,4,4,4,5,4,4
4,4,7,4,4,8,11,6,4,7,4,4,4,4,6,7,4,4,9,5,4
5,4,7,4,8,17,24,6,6,7,4,8,6,4,7,7,4,6,12,6,4
6,4,7,6,8,17,26,6,6,23,4,9,9,4,7,7,5,6,17,6,4
7,5,11,5,10,17,26,6,6,22,4,12,19,4,7,8,7,6,17,6,4
8,6,10,9,10,17,26,11,6,25,5,18,21,4,7,8,7,5,18,6,5
9,6,17,9,17,20,26,11,6,29,5,23,21,5,9,9,7,5,18,13,7
10,6,23,9,22,18,32,10,6,57,6,23,33,5,13,15,7,5,23,13,8
11,6,40,9,22,18,32,15,6,57,6,23,44,5,15,22,9,5,23,13,8
12,6,47,10,22,18,32,18,6,57,6,30,44,5,23,25,9,5,23,13,8
13,6,47,10,22,17,32,18,6,57,6,30,44,5,23,25,9,5,23,13,9
14,6,47,15,27,17,42,18,6,57,6,32,44,5,23,25,9,5,23,13,17
15,6,47,19,31,17,42,18,6,57,9,32,44,5,23,36,9,5,23,18,17
16,6,47,19,31,25,47,18,6,57,9,35,47,5,23,36,9,5,21,29,21
17,6,53,19,33,25,47,23,6,57,10,35,47,5,23,41,9,5,34,29,21
18,6,68,24,33,25,48,21,6,57,10,35,47,5,23,49,9,5,34,29,21
19,7,68,28,34,25,46,21,6,57,11,32,47,5,22,53,9,5,28,29,31
20,7,72,28,34,25,46,21,6,57,13,38,47,5,39,53,9,5,28,29,31
21,8,72,26,37,26,53,21,6,57,17,39,47,5,39,65,9,5,28,29,31
22,8,74,37,48,24,53,25,6,63,16,55,47,5,39,65,9,5,28,29,32
23,11,74,37,48,24,53,25,6,63,14,55,43,5,39,64,9,5,33,34,32
24,17,74,40,60,24,53,25,6,67,22,69,43,5,39,64,9,5,41,34,31
25,20,74,40,60,34,53,25,6,70,22,69,48,6,39,64,9,7,41,34,31
26,28,74,40,54,34,63,25,6,78,22,69,48,6,40,69,9,7,41,34,31
27,28,74,59,70,34,63,40,6,79,24,69,54,6,40,69,10,7,41,34,33
28,43,82,59,78,39,63,40,6,79,24,69,54,6,44,69,10,7,48,34,33
29,43,82,59,78,39,63,40,6,79,32,69,61,6,44,69,13,7,49,34,33
30,53,82,59,89,39,63,43,6,79,32,69,61,6,44,74,12,7,49,34,33
31,57,82,59,89,38,63,47,6,89,37,69,61,6,44,83,15,7,62,34,33
32,57,82,55,89,38,67,53,8,89,33,69,61,6,44,83,20,8,62,34,33
33,67,84,55,89,37,67,53,8,89,33,69,61,6,44,85,20,8,62,34,40
34,67,90,70,89,47,68,53,8,89,33,69,61,6,44,85,27,8,62,34,40
35,71,90,68,89,48,68,55,8,92,33,76,61,6,44,85,27,8,67,34,40
36,69,90,78,89,61,68,55,8,92,33,76,75,6,44,85,27,8,67,34,40
37,69,90,78,89,61,78,55,15,92,33,76,75,6,44,85,27,8,67,34,40
38,69,93,73,89,61,75,55,24,92,33,76,75,6,44,85,27,8,67,34,40
39,69,93,78,89,78,75,56,27,92,41,78,75,6,44,103,27,8,67,34,40
40,69,93,90,89,78,75,56,24,98,41,78,75,6,44,103,27,11,67,34,46
41,74,93,90,89,83,75,65,27,98,46,85,75,6,44,103,27,13,67,34,46
42,74,93,90,89,99,77,65,27,98,46,85,75,6,44,108,27,14,67,40,54
43,75,93,90,89,99,77,65,27,98,60,85,75,6,44,107,27,15,67,40,54
44,75,113,87,89,99,84,65,27,98,60,89,75,6,44,118,34,23,67,40,57
45,75,113,89,89,99,85,65,29,98,60,89,75,6,44,118,34,23,75,40,57
46,82,113,89,89,99,88,75,29,98,67,89,75,6,60,120,34,23,75,53,61
47,82,109,89,89,99,86,75,37,98,67,89,75,6,60,120,38,28,75,53,61
48,86,109,89,105,99,86,77,37,98,67,89,75,6,60,120,38,54,69,53,61
49,87,109,89,105,99,92,77,32,98,67,89,79,6,60,120,37,54,71,53,60
50,88,113,85,105,99,92,77,32,98,67,89,79,6,60,120,37,54,71,53,60
